"_id",saleDate,items.0.name,items.0.tags.0,items.0.tags.1,items.0.tags.2,items.0.tags.3,items.0.price,items.0.quantity,items.1.name,items.1.tags.0,items.1.tags.1,items.1.tags.2,items.1.tags.3,items.1.price,items.1.quantity,items.2.name,items.2.tags.0,items.2.tags.1,items.2.tags.2,items.2.tags.3,items.2.price,items.2.quantity,items.3.name,items.3.tags.0,items.3.tags.1,items.3.tags.2,items.3.tags.3,items.3.price,items.3.quantity,items.4.name,items.4.tags.0,items.4.tags.1,items.4.tags.2,items.4.tags.3,items.4.price,items.4.quantity,items.5.name,items.5.tags.0,items.5.tags.1,items.5.tags.2,items.5.tags.3,items.5.price,items.5.quantity,items.6.name,items.6.tags.0,items.6.tags.1,items.6.tags.2,items.6.tags.3,items.6.price,items.6.quantity,items.7.name,items.7.tags.0,items.7.tags.1,items.7.tags.2,items.7.tags.3,items.7.price,items.7.quantity,items.8.name,items.8.tags.0,items.8.tags.1,items.8.tags.2,items.8.tags.3,items.8.price,items.8.quantity,items.9.name,items.9.tags.0,items.9.tags.1,items.9.tags.2,items.9.price,items.9.quantity,storeLocation,customer.gender,customer.age,customer.email,customer.satisfaction,couponUsed,purchaseMethod
5bd761dcae323e45a93cd1a4,2014-08-10T20:19:24.319Z,binder,school,general,organization,,22.42,2,pens,writing,office,school,stationary,58.43,3,laptop,electronics,school,office,,643.5,1,binder,school,general,organization,,11.28,1,envelopes,stationary,office,general,,24.03,5,notepad,office,writing,school,,8.92,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,43,juvzalu@kole.th,5,true,In store
5bd761dcae323e45a93cd1aa,2017-10-31T16:53:17.872Z,notepad,office,writing,school,,26.63,1,pens,writing,office,school,stationary,5.37,2,notepad,office,writing,school,,11.95,5,backpack,school,travel,kids,,134.9,2,notepad,office,writing,school,,19.4,3,envelopes,stationary,office,general,,24.06,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,19,leupaij@vos.rs,4,false,In store
5bd761dcae323e45a93cd1b2,2016-12-06T16:02:00.945Z,notepad,office,writing,school,,33.68,4,pens,writing,office,school,stationary,20.7,1,pens,writing,office,school,stationary,9.44,2,binder,school,general,organization,,20.43,5,laptop,electronics,school,office,,1155.12,1,notepad,office,writing,school,,12.45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,65,sohzirze@ho.ai,5,false,Online
5bd761dcae323e45a93cd1b5,2015-06-16T15:44:52.874Z,envelopes,stationary,office,general,,10.92,8,pens,writing,office,school,stationary,16.72,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,32,vojo@wecepfit.va,4,false,Phone
5bd761dcae323e45a93cd1b7,2014-12-17T07:35:54.233Z,laptop,electronics,school,office,,474.56,1,binder,school,general,organization,,29.24,6,pens,writing,office,school,stationary,56.26,4,backpack,school,travel,kids,,50.16,2,envelopes,stationary,office,general,,14.9,7,notepad,office,writing,school,,39.43,3,binder,school,general,organization,,20.48,6,,,,,,,,,,,,,,,,,,,,,Seattle,M,59,tinzevor@jiis.co.uk,4,false,Online
5bd761dcae323e45a93cd1bd,2015-07-20T22:46:19.116Z,laptop,electronics,school,office,,513.8,2,notepad,office,writing,school,,32.52,4,notepad,office,writing,school,,14.22,5,binder,school,general,organization,,18.44,2,pens,writing,office,school,stationary,40.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,M,45,al@ezebam.net,3,false,In store
5bd761dcae323e45a93cd1c3,2014-06-26T01:19:37.399Z,binder,school,general,organization,,28.05,1,notepad,office,writing,school,,35.25,5,backpack,school,travel,kids,,180.81,5,pens,writing,office,school,stationary,49.63,5,laptop,electronics,school,office,,867.58,3,binder,school,general,organization,,18.87,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,62,maegimil@iwsijam.dj,2,false,In store
5bd761dcae323e45a93cd1c5,2016-02-11T21:01:24.993Z,pens,writing,office,school,stationary,14.0,1,envelopes,stationary,office,general,,8.91,6,envelopes,stationary,office,general,,7.75,9,laptop,electronics,school,office,,684.91,3,notepad,office,writing,school,,5.76,2,notepad,office,writing,school,,38.65,4,binder,school,general,organization,,21.42,7,printer paper,office,stationary,,,41.98,7,pens,writing,office,school,stationary,50.01,2,binder,school,general,organization,29.86,4,Denver,F,61,ofusum@li.gn,1,false,Online
5bd761dcae323e45a93cd1c9,2014-06-30T12:16:28.201Z,notepad,office,writing,school,,13.8,1,pens,writing,office,school,stationary,65.4,3,printer paper,office,stationary,,,35.28,2,binder,school,general,organization,,24.81,3,binder,school,general,organization,,18.21,10,notepad,office,writing,school,,11.4,4,envelopes,stationary,office,general,,20.45,5,,,,,,,,,,,,,,,,,,,,,Seattle,M,21,ul@owa.kr,5,false,In store
5bd761dcae323e45a93cd1e2,2017-06-05T07:50:27.074Z,binder,school,general,organization,,27.85,8,envelopes,stationary,office,general,,8.11,8,binder,school,general,organization,,18.51,3,pens,writing,office,school,stationary,45.39,1,notepad,office,writing,school,,10.06,3,notepad,office,writing,school,,24.96,3,backpack,school,travel,kids,,193.33,2,laptop,electronics,school,office,,763.65,1,,,,,,,,,,,,,,New York,F,33,kafon@tutudre.mx,2,true,In store
5bd761dcae323e45a93cd1e3,2016-03-04T15:01:06.243Z,printer paper,office,stationary,,,46.33,7,laptop,electronics,school,office,,867.99,5,notepad,office,writing,school,,21.49,3,envelopes,stationary,office,general,,22.78,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,68,bogoane@mueroug.hu,4,false,Online
5bd761dcae323e45a93cd1e7,2017-06-16T04:20:40.049Z,laptop,electronics,school,office,,779.28,5,pens,writing,office,school,stationary,74.56,4,notepad,office,writing,school,,39.56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,38,kolnaubu@bulisov.ps,4,false,In store
5bd761dcae323e45a93cd1ef,2014-09-16T09:53:42.406Z,backpack,school,travel,kids,,71.82,3,binder,school,general,organization,,25.37,10,envelopes,stationary,office,general,,7.21,5,binder,school,general,organization,,29.04,7,envelopes,stationary,office,general,,6.23,2,pens,writing,office,school,stationary,25.76,5,notepad,office,writing,school,,29.13,4,notepad,office,writing,school,,6.6,4,laptop,electronics,school,office,,525.78,4,,,,,,,New York,M,33,leijrib@jabel.uz,4,false,In store
5bd761dcae323e45a93cd1f3,2015-03-26T14:58:51.970Z,notepad,office,writing,school,,22.17,3,pens,writing,office,school,stationary,11.38,5,laptop,electronics,school,office,,418.41,5,envelopes,stationary,office,general,,11.95,4,notepad,office,writing,school,,32.01,5,binder,school,general,organization,,27.75,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,72,cutki@gap.st,3,false,Online
5bd761dcae323e45a93cd0bc,2015-12-27T21:59:07.199Z,envelopes,stationary,office,general,,8.34,6,backpack,school,travel,kids,,146.47,3,notepad,office,writing,school,,21.64,3,pens,writing,office,school,stationary,37.74,3,laptop,electronics,school,office,,1324.86,4,notepad,office,writing,school,,23.13,2,binder,school,general,organization,,24.38,4,envelopes,stationary,office,general,,11.46,8,notepad,office,writing,school,,30.96,5,,,,,,,Austin,F,61,uranozi@ze.sc,4,false,In store
5bd761dcae323e45a93cd0bd,2016-03-31T07:02:02.328Z,notepad,office,writing,school,,10.58,5,notepad,office,writing,school,,32.77,3,binder,school,general,organization,,12.73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,40,fu@bolav.kn,5,false,Phone
5bd761dcae323e45a93cd0be,2016-08-15T15:41:39.260Z,printer paper,office,stationary,,,10.31,3,pens,writing,office,school,stationary,44.8,3,notepad,office,writing,school,,19.05,1,envelopes,stationary,office,general,,18.59,4,binder,school,general,organization,,24.2,1,envelopes,stationary,office,general,,24.48,10,notepad,office,writing,school,,25.23,3,backpack,school,travel,kids,,135.72,2,,,,,,,,,,,,,,London,M,28,lo@bakeve.sh,4,false,Online
5bd761dcae323e45a93cd0c0,2013-06-04T11:32:39.163Z,pens,writing,office,school,stationary,43.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,41,rok@bejfefwo.gi,5,false,Online
5bd761dcae323e45a93cd0c6,2016-08-08T05:55:12.028Z,envelopes,stationary,office,general,,18.28,3,backpack,school,travel,kids,,52.23,1,binder,school,general,organization,,13.36,3,notepad,office,writing,school,,11.96,2,binder,school,general,organization,,21.09,7,envelopes,stationary,office,general,,6.96,8,pens,writing,office,school,stationary,31.08,1,pens,writing,office,school,stationary,8.72,3,laptop,electronics,school,office,,862.14,1,notepad,office,writing,school,5.37,5,Denver,F,50,wahevju@tihhak.lc,5,false,Phone
5bd761dcae323e45a93cd0c7,2017-12-11T02:18:28.861Z,backpack,school,travel,kids,,44.65,4,notepad,office,writing,school,,18.73,5,pens,writing,office,school,stationary,72.08,4,binder,school,general,organization,,13.35,3,laptop,electronics,school,office,,1075.7,3,notepad,office,writing,school,,12.27,4,notepad,office,writing,school,,15.18,4,,,,,,,,,,,,,,,,,,,,,London,F,35,ujci@jumpu.as,5,false,Online
5bd761dcae323e45a93cd0cc,2013-03-18T07:12:45.173Z,laptop,electronics,school,office,,1282.59,1,notepad,office,writing,school,,11.83,4,printer paper,office,stationary,,,44.97,6,pens,writing,office,school,stationary,76.37,2,pens,writing,office,school,stationary,32.63,2,notepad,office,writing,school,,15.31,1,binder,school,general,organization,,18.17,5,envelopes,stationary,office,general,,10.71,3,backpack,school,travel,kids,,167.3,1,,,,,,,Denver,F,39,not@gepo.ad,5,false,In store
5bd761dcae323e45a93cd0cd,2015-12-10T02:10:31.924Z,pens,writing,office,school,stationary,14.18,1,notepad,office,writing,school,,34.65,4,pens,writing,office,school,stationary,17.48,5,notepad,office,writing,school,,10.29,1,notepad,office,writing,school,,21.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,46,zojozeke@jej.kw,1,false,Online
5bd761dcae323e45a93cd0cf,2017-07-06T21:31:43.274Z,notepad,office,writing,school,,23.97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,57,hocezec@tubot.ac,4,false,Online
5bd761dcae323e45a93cd0d7,2015-05-14T19:23:19.887Z,notepad,office,writing,school,,27.08,1,notepad,office,writing,school,,31.24,4,binder,school,general,organization,,24.25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,40,hez@juepi.pr,4,false,In store
5bd761dcae323e45a93cd0dc,2017-06-30T04:27:44.546Z,notepad,office,writing,school,,39.08,5,laptop,electronics,school,office,,849.69,3,envelopes,stationary,office,general,,8.96,7,printer paper,office,stationary,,,16.26,7,backpack,school,travel,kids,,40.05,3,binder,school,general,organization,,23.68,3,binder,school,general,organization,,24.52,1,pens,writing,office,school,stationary,61.58,4,pens,writing,office,school,stationary,62.42,4,,,,,,,Seattle,F,74,tekozac@dem.in,4,false,In store
5bd761dcae323e45a93cd0dd,2016-03-13T08:20:02.693Z,laptop,electronics,school,office,,1367.44,2,notepad,office,writing,school,,16.56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,M,18,belkes@lomobanav.ug,4,false,In store
5bd761dcae323e45a93cd0e9,2015-07-17T20:58:20.349Z,notepad,office,writing,school,,20.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,22,co@tuhow.gb,3,false,Online
5bd761dcae323e45a93cd0ec,2017-09-28T16:23:55.977Z,envelopes,stationary,office,general,,15.16,1,backpack,school,travel,kids,,144.66,5,pens,writing,office,school,stationary,40.85,5,binder,school,general,organization,,10.39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,M,70,pol@job.bb,4,false,Phone
5bd761dcae323e45a93cd0ef,2014-07-18T10:17:24.789Z,backpack,school,travel,kids,,183.65,3,laptop,electronics,school,office,,1406.35,5,notepad,office,writing,school,,26.33,4,pens,writing,office,school,stationary,72.01,1,pens,writing,office,school,stationary,35.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,20,iloldiz@afikuram.bh,4,false,Online
5bd761dcae323e45a93cd0f4,2014-11-03T10:34:21.119Z,envelopes,stationary,office,general,,19.07,9,backpack,school,travel,kids,,61.07,4,laptop,electronics,school,office,,1527.86,3,binder,school,general,organization,,28.51,9,pens,writing,office,school,stationary,61.87,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,M,46,nozod@zo.ke,4,true,In store
5bd761dcae323e45a93cd0f5,2015-07-16T13:04:23.277Z,envelopes,stationary,office,general,,11.08,8,notepad,office,writing,school,,21.69,1,pens,writing,office,school,stationary,5.37,4,notepad,office,writing,school,,13.87,3,pens,writing,office,school,stationary,30.4,4,binder,school,general,organization,,22.17,9,laptop,electronics,school,office,,1303.47,2,printer paper,office,stationary,,,10.84,3,backpack,school,travel,kids,,69.54,2,notepad,office,writing,school,29.29,2,Austin,F,61,ajfor@re.ps,1,false,Online
5bd761dcae323e45a93cd0f6,2016-01-10T07:51:39.834Z,pens,writing,office,school,stationary,20.07,2,binder,school,general,organization,,14.33,3,notepad,office,writing,school,,11.0,4,pens,writing,office,school,stationary,27.55,3,notepad,office,writing,school,,16.72,1,notepad,office,writing,school,,22.78,3,binder,school,general,organization,,14.14,1,laptop,electronics,school,office,,676.5,3,,,,,,,,,,,,,,San Diego,M,28,ziojeza@pujbudehe.mp,2,false,In store
5bd761dcae323e45a93cd0fb,2013-01-10T18:30:07.455Z,backpack,school,travel,kids,,106.22,1,notepad,office,writing,school,,5.11,5,notepad,office,writing,school,,15.42,3,binder,school,general,organization,,12.92,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,38,lapu@kuvad.co.uk,5,false,Online
5bd761dcae323e45a93cd100,2015-05-23T06:10:27.641Z,pens,writing,office,school,stationary,66.94,4,notepad,office,writing,school,,9.11,5,backpack,school,travel,kids,,108.07,3,notepad,office,writing,school,,27.03,4,binder,school,general,organization,,10.56,6,printer paper,office,stationary,,,25.61,1,pens,writing,office,school,stationary,34.52,3,laptop,electronics,school,office,,1517.79,3,binder,school,general,organization,,11.36,3,,,,,,,Austin,F,56,ziakigu@ju.gi,1,true,Phone
5bd761dcae323e45a93cd102,2015-03-22T16:06:23.516Z,binder,school,general,organization,,22.91,6,backpack,school,travel,kids,,122.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,52,tam@punatvin.la,5,false,Online
5bd761dcae323e45a93cd106,2014-05-03T11:35:42.033Z,pens,writing,office,school,stationary,59.01,2,envelopes,stationary,office,general,,9.57,8,notepad,office,writing,school,,7.32,4,binder,school,general,organization,,10.11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin,M,52,vonlapla@nahpu.im,5,false,In store
5bd761dcae323e45a93cd109,2014-09-25T18:26:04.345Z,pens,writing,office,school,stationary,46.39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,F,25,mimlebuj@geifdep.rw,5,false,Online
5bd761dcae323e45a93cd114,2014-08-13T16:59:46.370Z,envelopes,stationary,office,general,,15.13,6,notepad,office,writing,school,,36.35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,66,invobjo@ijjarzah.cr,4,false,Online
5bd761dcae323e45a93cd116,2015-12-24T04:40:35.525Z,notepad,office,writing,school,,24.13,5,laptop,electronics,school,office,,1078.14,1,notepad,office,writing,school,,30.21,1,binder,school,general,organization,,14.06,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,M,24,usam@ha.dk,5,true,In store
5bd761dcae323e45a93cd117,2017-09-08T14:24:15.480Z,envelopes,stationary,office,general,,17.58,2,backpack,school,travel,kids,,198.01,1,pens,writing,office,school,stationary,32.35,3,notepad,office,writing,school,,33.35,1,printer paper,office,stationary,,,34.07,7,pens,writing,office,school,stationary,11.44,2,notepad,office,writing,school,,9.62,5,notepad,office,writing,school,,27.03,3,binder,school,general,organization,,18.3,9,envelopes,stationary,office,general,17.96,1,London,M,72,uhotag@tuffigzo.net,3,false,In store
5bd761dcae323e45a93cd11a,2016-05-30T18:49:42.591Z,pens,writing,office,school,stationary,29.93,5,notepad,office,writing,school,,35.21,5,notepad,office,writing,school,,33.35,2,printer paper,office,stationary,,,49.51,5,laptop,electronics,school,office,,1335.95,3,notepad,office,writing,school,,33.05,5,binder,school,general,organization,,24.86,8,,,,,,,,,,,,,,,,,,,,,Denver,M,46,isotod@nev.gt,4,true,In store
5bd761dcae323e45a93cd11b,2015-12-23T10:17:44.707Z,notepad,office,writing,school,,22.24,5,backpack,school,travel,kids,,114.56,1,notepad,office,writing,school,,8.43,3,pens,writing,office,school,stationary,39.0,1,binder,school,general,organization,,17.25,4,laptop,electronics,school,office,,489.55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,M,56,bimze@naw.by,4,false,Online
5bd761dcae323e45a93cd11d,2015-01-20T07:52:40.537Z,printer paper,office,stationary,,,38.21,8,notepad,office,writing,school,,7.89,4,notepad,office,writing,school,,39.25,5,envelopes,stationary,office,general,,8.11,9,backpack,school,travel,kids,,187.34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,50,rekogho@tu.mx,4,false,Online
5bd761dcae323e45a93cd11e,2017-03-24T12:04:48.146Z,notepad,office,writing,school,,14.25,3,envelopes,stationary,office,general,,16.68,5,notepad,office,writing,school,,14.16,3,binder,school,general,organization,,18.69,6,backpack,school,travel,kids,,171.49,3,laptop,electronics,school,office,,455.71,1,pens,writing,office,school,stationary,74.04,2,envelopes,stationary,office,general,,23.94,1,notepad,office,writing,school,,19.87,1,,,,,,,Austin,M,24,ahzac@leb.af,5,false,Online
5bd761dcae323e45a93cd125,2014-11-24T15:24:29.038Z,backpack,school,travel,kids,,66.18,2,notepad,office,writing,school,,20.4,1,printer paper,office,stationary,,,23.84,7,laptop,electronics,school,office,,1447.16,1,notepad,office,writing,school,,33.95,1,binder,school,general,organization,,24.62,4,pens,writing,office,school,stationary,33.38,5,notepad,office,writing,school,,16.44,2,pens,writing,office,school,stationary,47.2,3,binder,school,general,organization,19.81,1,Seattle,M,54,wiranow@jaweg.ci,5,false,In store
5bd761dcae323e45a93cd126,2016-11-06T14:32:02.912Z,pens,writing,office,school,stationary,52.47,3,envelopes,stationary,office,general,,5.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,44,obapoafa@lire.bv,5,false,In store
5bd761dcae323e45a93cd127,2013-05-01T23:33:49.281Z,binder,school,general,organization,,25.01,9,laptop,electronics,school,office,,1028.21,3,envelopes,stationary,office,general,,21.24,10,backpack,school,travel,kids,,97.98,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,27,vumucce@wutu.tk,4,true,In store
5bd761dcae323e45a93cd128,2016-11-06T15:00:51.449Z,backpack,school,travel,kids,,189.03,1,binder,school,general,organization,,15.26,1,pens,writing,office,school,stationary,72.97,3,binder,school,general,organization,,25.77,10,notepad,office,writing,school,,11.54,4,notepad,office,writing,school,,20.1,5,envelopes,stationary,office,general,,23.71,1,printer paper,office,stationary,,,11.02,10,,,,,,,,,,,,,,London,M,45,daz@ep.gu,4,false,In store
5bd761dcae323e45a93cd12b,2014-05-16T18:35:23.330Z,envelopes,stationary,office,general,,9.71,3,notepad,office,writing,school,,18.97,5,laptop,electronics,school,office,,1441.62,2,binder,school,general,organization,,18.51,5,notepad,office,writing,school,,27.96,1,pens,writing,office,school,stationary,51.19,1,printer paper,office,stationary,,,37.99,9,,,,,,,,,,,,,,,,,,,,,Denver,M,31,evopu@fih.ca,4,false,Online
5bd761dcae323e45a93cd12c,2013-07-01T11:02:57.824Z,notepad,office,writing,school,,18.34,2,envelopes,stationary,office,general,,15.77,8,backpack,school,travel,kids,,143.59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,35,mobow@owba.tn,5,false,In store
5bd761dcae323e45a93cd12e,2014-06-18T17:53:34.002Z,notepad,office,writing,school,,23.44,1,pens,writing,office,school,stationary,9.03,4,notepad,office,writing,school,,17.66,2,binder,school,general,organization,,28.13,6,backpack,school,travel,kids,,96.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin,F,49,ciwjarba@wu.et,2,false,In store
5bd761dcae323e45a93cd135,2016-01-22T21:14:15.506Z,binder,school,general,organization,,11.23,9,printer paper,office,stationary,,,19.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,F,35,du@huvju.sh,2,false,In store
5bd761dcae323e45a93cd136,2017-08-24T03:39:44.403Z,envelopes,stationary,office,general,,21.3,8,binder,school,general,organization,,11.31,7,notepad,office,writing,school,,34.94,3,envelopes,stationary,office,general,,10.31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,40,ha@jialtoj.no,3,false,In store
5bd761dcae323e45a93cd138,2016-09-04T15:33:28.725Z,notepad,office,writing,school,,35.05,3,envelopes,stationary,office,general,,16.82,10,envelopes,stationary,office,general,,17.21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,F,45,uni@owmemleh.il,1,false,Online
5bd761dcae323e45a93cd140,2014-09-09T23:34:36.031Z,notepad,office,writing,school,,15.3,5,backpack,school,travel,kids,,164.0,1,laptop,electronics,school,office,,1450.13,2,envelopes,stationary,office,general,,12.69,5,binder,school,general,organization,,26.06,9,printer paper,office,stationary,,,14.64,5,notepad,office,writing,school,,15.4,4,pens,writing,office,school,stationary,50.84,1,binder,school,general,organization,,18.47,8,,,,,,,Austin,F,30,jo@cesuh.mh,4,false,In store
5bd761dcae323e45a93cd144,2016-08-31T19:34:07.441Z,binder,school,general,organization,,14.05,6,pens,writing,office,school,stationary,48.69,3,envelopes,stationary,office,general,,18.68,5,laptop,electronics,school,office,,531.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,M,75,jiwdivav@ujcanto.tw,4,false,Online
5bd761dcae323e45a93cd14b,2013-10-01T19:17:17.055Z,binder,school,general,organization,,24.5,9,printer paper,office,stationary,,,47.81,2,backpack,school,travel,kids,,110.27,2,envelopes,stationary,office,general,,13.01,5,envelopes,stationary,office,general,,19.34,5,binder,school,general,organization,,28.18,6,notepad,office,writing,school,,10.49,4,pens,writing,office,school,stationary,56.37,1,notepad,office,writing,school,,31.56,1,,,,,,,Austin,M,34,tive@zemnuni.no,5,true,In store
5bd761dcae323e45a93cd154,2017-10-02T18:22:59.759Z,laptop,electronics,school,office,,469.81,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,M,49,jido@ca.com,3,false,In store
5bd761dcae323e45a93cd157,2016-05-13T06:17:45.517Z,pens,writing,office,school,stationary,9.54,3,notepad,office,writing,school,,35.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,39,wunas@bo.ug,4,false,In store
5bd761dcae323e45a93cd163,2014-07-09T01:49:01.062Z,notepad,office,writing,school,,35.04,2,pens,writing,office,school,stationary,31.65,4,pens,writing,office,school,stationary,14.52,4,notepad,office,writing,school,,33.82,2,envelopes,stationary,office,general,,5.13,4,backpack,school,travel,kids,,160.61,4,binder,school,general,organization,,27.54,9,envelopes,stationary,office,general,,7.39,1,laptop,electronics,school,office,,801.35,2,notepad,office,writing,school,10.93,2,Seattle,M,48,mir@ovagodzin.aq,2,false,In store
5bd761dcae323e45a93cd167,2014-03-28T19:58:13.519Z,printer paper,office,stationary,,,27.93,6,envelopes,stationary,office,general,,19.93,8,binder,school,general,organization,,14.29,7,notepad,office,writing,school,,26.51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego,M,60,sumre@niz.sl,5,false,In store
5bd761dcae323e45a93cd16a,2017-04-28T10:58:12.358Z,notepad,office,writing,school,,38.81,2,envelopes,stationary,office,general,,22.5,5,laptop,electronics,school,office,,1323.74,2,notepad,office,writing,school,,32.88,4,envelopes,stationary,office,general,,11.94,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,64,ovigodi@safnij.nl,5,false,In store
5bd761dcae323e45a93cd16b,2014-07-30T10:23:52.802Z,pens,writing,office,school,stationary,15.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,51,jotrurfo@lijowuvu.mr,5,false,In store
5bd761dcae323e45a93cd16d,2014-06-04T10:17:21.624Z,binder,school,general,organization,,23.94,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,F,72,vekjic@kanasdut.tw,3,false,Online
5bd761dcae323e45a93cd16f,2017-09-08T21:07:07.937Z,printer paper,office,stationary,,,33.81,8,backpack,school,travel,kids,,127.43,5,notepad,office,writing,school,,7.68,3,laptop,electronics,school,office,,557.69,5,pens,writing,office,school,stationary,79.49,4,pens,writing,office,school,stationary,56.63,2,notepad,office,writing,school,,32.32,2,notepad,office,writing,school,,33.97,3,binder,school,general,organization,,12.21,4,,,,,,,London,F,60,dohunemi@tuke.ca,3,false,Online
5bd761dcae323e45a93cd170,2014-09-22T18:14:32.435Z,notepad,office,writing,school,,6.77,2,laptop,electronics,school,office,,714.73,5,notepad,office,writing,school,,10.03,5,envelopes,stationary,office,general,,22.3,3,pens,writing,office,school,stationary,78.7,2,notepad,office,writing,school,,34.21,5,binder,school,general,organization,,13.02,5,,,,,,,,,,,,,,,,,,,,,Austin,M,51,fu@rewa.be,5,false,In store
5bd761dcae323e45a93cd172,2016-07-09T06:37:26.601Z,binder,school,general,organization,,23.66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,F,27,tav@di.cc,5,false,In store
5bd761dcae323e45a93cd176,2013-06-30T00:43:46.360Z,notepad,office,writing,school,,39.23,3,backpack,school,travel,kids,,55.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver,M,16,nopran@mawro.tl,2,false,Online
5bd761dcae323e45a93cd17a,2015-10-14T19:26:35.761Z,laptop,electronics,school,office,,1336.56,5,notepad,office,writing,school,,12.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,F,52,ejekozu@zepi.ck,5,false,Online
5bd761dcae323e45a93cd17e,2015-03-27T05:46:31.226Z,backpack,school,travel,kids,,138.43,5,notepad,office,writing,school,,12.52,3,binder,school,general,organization,,20.15,10,laptop,electronics,school,office,,1520.14,2,notepad,office,writing,school,,9.83,1,printer paper,office,stationary,,,15.52,1,envelopes,stationary,office,general,,7.54,9,,,,,,,,,,,,,,,,,,,,,London,M,29,setir@armari.cv,3,false,Online
